filename,dc.title,dc.creator,dc.subject,dc.description,dc.publisher,dc.contributor,dc.date,dc.type,dc.format,dc.identifier,dc.source,dc.language,dc.relation,dc.coverage,dc.rights
HarknessData.csv,,Ajeet Parmar,Poll,Poll regarding whether individuals support the change of Harkness Field at Rensselaer Polytechnic Institute from Spring 2022 to Fall 2022,,,10/1/2022,Data,data.csv,,GitHub,English,,,Public Domain
